id,str_quote,bln_inactive,,
344,"I was reluctant to come to this art class because I'm no artist, but I'm so glad I did because now I see just how much better I feel just by getting in touch with some feelings that I had buried.",0,,
345,My tree shows how I felt life was cut off for me and how then I started to grow again.,0,,
346,Very enjoyable and satisfying for my soul. Thank you for the adventure. It is my most important day of the month. I am so grateful. I so look forward to Windows. It is my only time to relax and play.,0,,
347,"Oh, Miss Gurutej, this is the best place to be in the world. Relaxation, art, feeling free, and rediscovering who we are.  Thank you.",0,,
348,I want to be different in my future. I want to be me. I want to be heard. I know now that I deserve respect and I want it.,0,,
349,My treasure box was the most effective. Clients found it empowering to make a box containing symbols of what they dream of or value in their life. It gave them a sense of ownership of their dreams.,0,,
350,"About 3  months ago I began to hang the women's art up in the shelter. A woman approached me and thanked me, she said, ëthank you for hanging my art up, I realize how important it is to the children, but also for me. When I was a child, my mother never hung up my art and I missed that. But seeing my art up lets me know that you think what I make is special and importantí That was very special to hear as a leader and for her own process.",0,,
351,"This program is a continuing source of inspiration.  I think A Window Between Worlds motivates all of us to discover our inner artist - and for the first time some of our clients, with crayon in hand, begin to believe they can create something beautiful.",0,,
352,This workshop helped me to find words that will uplift me when I am feeling down. In order to free ourselves from violence we have to find out what causes us to stay in certain relationships and run from others.,0,,
353,"You can read books and pamphlets, but I think with my hands making things. It works to wake up a part of me that was dead.",0,,
354,"I think the workshop makes you think about your past, present and future.  That's a deep process.  But here you can think freely and honestly.  You can be very honest with yourself.",0,,
355,"The most rewarding moment was when a client was able to identify hidden feelings, she was also able to open up and share those feelings and put a name on it. This facilitated a counseling session which was much needed. She was able to find herself in her current situation and find a goal in the future to work towards. Staff was then able to provide better support and encouragement during the rest of her stay.",0,,
356,"One woman drew a hand with a wedding ring w/ blood dripping down the hand from the ring; the hand holding a broken chain, she wrote her words on the front of the picture and then said,ínow that the picture is out of me it no longer has a hold on meí.",0,,
357,"When I do the art projects, I go into another ""zone"". I feel relaxed and peaceful.",0,,
358,"When I do the art projects, I go into another ""zone"". I feel relaxed and peaceful.",0,,
359,"A very shy lady, who hardly spoke and seemed sad most days approached me and said to me, ""All week long I look forward to the workshops, I guess because I relax and enjoy and have no negative thoughts.""",0,,
360,"When my dad used to tell me to grow up and stop crying like a baby, it hurt my heart. I still don't feel like it's safe to cry.",0,,
361,My monster makes sure that nobody touches me.  He protects me and keeps me safe from people.,0,,
362,I have learned about the cycle of violence. I do not want the monster to live inside of me I am going to do everything possible to destroy those feelings.,0,,
363,"At times I feel angry but I stop to remember what I have learned at the shelter and I want to use other ways to stop my anger, I do not want to hurt anyone.",0,,
364,A 12-year-old boy shared with us that the monster would come out in him when he used to bully children at school. When he did this workshop he started to cry and acknowledge that he did not want the monster to come out anymore. He wants to learn to help others and not hurt others.,0,,
365,She's lonely and just kind of floating around. Like me and my sister.,0,,
366,My monster destroys people's feelings.,0,,
367,I didn't know there were happy monsters I thought all monsters were bad.,0,,
368,"Not only did the moms' and kids' artworks help me understand them better, the activity fostered both nonverbal and verbal group communication.  This laid the foundation for stronger group cohesion.  It also helped me understand the dynamics between each mother and her child, as well as between moms and between kids.",0,,
369,"I used different colors because I feel all mixed up.  There is a box inside that the monster lives in.  Its dark and no bright colors can come inside.  Outside the box is happiness. I keep the lid on the box where the monster lives, I have to control these feelings.",0,,
370,I think my monster needs to be happy. He needs to be encouraged by this mother and cheered to not be shy. I really liked doing this.,0,,
371,"My monster says, ëMy family is cursed, but Iím not!í",0,,
372,"I thought back to when my dad was here, a lot of bad things happened, that's what I made this for.... My mom said everyone has a good and a bad side and this is the good side of my monster and this is the bad side.",0,,
373,The girls made monsters that looked like them.  Their monsters protected them from harm.  Their monsters protected them while they were asleep.,0,,
374,A 10-year-old child drew a picture of his monster underwater and said ëwhen I get angry I feel like I am underwater and I cannot breath.í,0,,
375,My monster is angry when he's not listened to.,0,,
376,The workshop created such an incredible means through which the participants were able to express their feelings and their current situation.,0,,
377,"Nothing is ugly, everything is pretty.  And remember nothing is wrong.",0,,
378,My painting is a example of the anger I feel inside like a dark hole.,0,,
379,I like this project because we all work together.,0,,
380,"We had a great closing discussion.  The children admitted to being angry about sharing their paper with another.  After, they saw the beauty of teamwork. The children learned to work together to make a ""masterpiece.""  I was very proud of the children!",0,,
381,"I really loved painting, I didn't feel sad at all, just happy...I loved how it felt to put the paint on the paper, just relaxing...can we paint an ocean or something next time?",0,,
382,When the leader asked children how they felt when someone else was drawing on their paper. The children shared that they were a little bit nervous at the beginning but they felt better and had fun later.,0,,
383,"We had a young boy that was always troubled and withdrawn.  During a workshop called Feeling Friends participants list all their feelings on slips of paper and place them in a paper doll figure theyíve decorated.  All the feelings expressed by the boy were those of anger.  It was very intense with things like ìI am not wanted,î ìI am teasedî and ìI have no friends.î  When asked about the angry feelings he broke down, cried and finally expressed everything he was holding in all year.  He hugged us and said that he didnít want to leave. He felt that the shelter was his home and he felt safe there.  The Feeling Friend helped him to sort out his feelings, fears and allowed us to finally feel like we connected!",0,,
384,It was very rewarding to give this small family an avenue to express feelings to one another. The dad often struggles in identifying and labeling feelings with one another. This exercise provided them with an avenue to have this discussion not only in the moment but at home too.,0,,
386,The most rewarding thing with this project was the acceptance and the recognition they all gave themselves about suppressing their feelings at times.,0,,
387,"We were doing this activity with a love theme for the month of February.  All the kids sat in a circle and we read the book ëWhat is Loveí.  After this we began to talk about all the aspects of love. What does love smell like? How is it shaped? What color is it?  All the kids shared.  One stated that love is black in color.  When the whole group had shared, we talked about the ideas.  I asked Joseph why love was black.  His response was very touching.  He said, ëLove is black--black is a color with a lot of depth, just like love.í  This allowed the group to talk about how common ideas and associations to colors and emotions are not always what we think.  It was talked about with great enthusiasm and helped engage the kids.  As Joseph stated, ëThe depth of the color black can mean much more than just darkness.í",0,,
388,"Her doll was with a red dress and white hearts. In her heart she wrote love, care, books, toys. She shared with the group. She said this is me. ëI love my family, I care about others, I like to read to others because that makes me happy to share my time with the ones I love.í",0,,
389,It is half male and half female to show how they can get along together without fighting.,0,,
390,"The kids really loved this project. They were so creative in expressing how they felt and who they cherished most in their lives. The end result was incredible. We created a display in our group room with the world and all the dolls around it. I had the children decorated flowers, hearts, rainbows, etc. It was great!",0,,
391,Love is when the mean boy at schools yells at me during recess and I don't yell back at him.,0,,
392,I show love by hugging and kissing my mom good night and telling her that I love her.,0,,
393,Love is when I make my mom's bed in the morning because she gets up early to go to work and she's too tired to do it herself.,0,,
394,Love is special and natural.,0,,
395,Love is great because you never run out. Love is best when the other person loves you back.,0,,
396,"He's a good father but a bad husband so until he learns to be a good husband, I will see him as a weak man.",0,,
397,"If I let my feelings out, I won't have any feelings.",0,,
398,I feel I can speak my mind with my mask and no one will judge me because they can't see who I am.,0,,
399,My mask doesn't want to talk about what happened.,0,,
400,I want my mask to say I'm hopeful and kind.  That is who I want to be.,0,,
401,"The participants were really positive toward each other and i was amazed by their creations as were they, as well as how they applied their expressions of themselves to our conflict resolution puppet show.",0,,
402,"I was working with one child who had lots of aggression.  He really responded to the project.  We were doing the bag puppets project and he kept his hands very busy.  When he was done, he said his puppet was called ëHomie.í  He said ëHomie likes to slap people around.í  I asked him how he felt about that and he said, ëI donít like it.  Heís not MY role model.  Hitting is not the answer.í  As we talked more, he shared that when heís angry, he doesnít like to scream into a pillow to get it out.  He likes to get it out with markers and color.  It was great to get to talk about the issue of aggression with him and I could see that for him, the answer is all about the art.",0,,
403,What I enjoy most is how the art gives the children the opportunity to be children.,0,,
404,"Butterflies are me, many shades of freedom I feel today.",0,,
405,If my butterfly could fly anywhere it would be in the fresh air with her family where no one told her anything that made her scared.,0,,
406,"This butterfly is like me, it's slow at transforming, but it, and I, will get there.",0,,
407,"My butterfly is for my mom, because it started out blank and now it is full of beautiful color!",0,,
408,It was rewarding to see the children understand the idea about our life journeys and that we change and grow. They really grasped the idea and enjoyed the process. One little girl made hers into a necklace and she wears it every day.,0,,
409,"I look at my butterfly and imagine it flying high above the world, far away from violence.",0,,
410,"My butterfly will remind me to respect people, be nice, and treat them with care.",0,,
411,"A fifteen-year old made a butterfly for his mom, for everything. He said his butterfly is the symbol of freedom for his mom...",0,,
412,Pride-the kids were glowing about their creations.,0,,
413,I picked the squiggly one because I'm all over the place. The many colors are like my moods and the eyes are my watchdogs.,0,,
414,My journey was amazing.,0,,
415,"My future will have no fighting and my mom will not have to work hard, I will take care of her.",0,,
416,"If my butterfly could fly anywhere it would be all over the world, it's a good feeling to feel free and no one can control you.",0,,
417,"She told me she wrote words on her butterflies (5) that she has never heard from anyone. She said ëMy journey is to feel love, comfort, laughter, acceptance and beautiful.í",0,,
418,"A 10 year old girl wrote on her butterflies ""peace, love, share."" When she shared her butterflies with the group, she told us about how she wants her father to love her the same way as he loves her brother.",0,,
419,"A butterfly has to move sometimes and so do people.  We had to move because of my mom's boyfriend, but it's for the better.",0,,
420,"The Shrinky Dink Journey Butterfly workshop had a big impact on one child. When I told her this was for her, she said no one had ever given her anything before.  She was also happy to discover that she was not the only one that had been from place to place, like a butterfly.",0,,
421,"After the Debut CD project, one of the teen moms who had been very dependent on her boyfriend said, ëNever have a baby because you are lonely.í  This was a major moment of self-awareness for her.",0,,
422,I want to make one for each part of myself.,0,,
423,"The CD art activity was such a success! The girls were wonderfully challenged by the activity. It helped them consider their outward presentation and interior world, all in a hip and cool way. Not only did the activity invite the girls to see themselves in a more complex way, but it was a self-esteem booster, and a centering device. What kind of world will they create? What kind of person will they be? The CD art activity assumes each girl is a gift to the world-unique and beautiful and strong.",0,,
424,I'm going to give this shield to my baby sister when she is born so she knows I'll take care of her and wonít let anyone hurt her.,0,,
425,I protect my family because I don't want my family to be in danger.,0,,
426,"This workshop did wonders for the one 5 year old boy.  His mom was talking to him about his shield and what the pictures/words represented.  A picture of a woman statue, kneeling down, holding up the world was supposed to be her.  As he was telling her this he started to cry and so did his mom.  He saw his mom trying to carry the world on her shoulders for him and his sister.  This is coming from a boy who is outgoing, but very shy when you ask him what he is thinking or feeling.  As a leader this touched my heart.  Sometimes I get to be a part of hearing the children tell their moms about their art and sometimes I donít.  Knowing that leading the ìwindowsî really does reach these children makes my job all the more worth while.",0,,
427,I would protect my family because I love them.,0,,
428,"One boy who doesn't usually like to show his work or talk about it, got up to show his shield and talked about how he and his foster father had been designing a coat of arms before he was taken to another placement.",0,,
429,I have the love of my mom that will protect me.,0,,
430,"Having them realize that they need to & can protect themselves.  They don't just have to worry about other people.  One boy said, ""I chose myself because I protect myself from danger.""",0,,
431,"The protective shield gives you memories so if you're not with your family, you can think of them and not feel alone.",0,,
432,The moms and teens really discovered that they are stronger than they think. They also fully realized how their past has made them strong!,0,,
433,I am strong because of my brain!  I am strong because of my past!  I am strong because I am a girl!,0,,
434,We are strong because....,,,
\,,,,
"We can adjust to new situations...We can make new friends...We are funny,smart, and cool...We are brave...We love...We help people...We work hard...We are good at our video games...We have fun.",0,,,
435,I really liked this project because it gave me a chance to see what my strengths are and what I can expand upon.,0,,
436,"I am strong because...I act positively, I think of my family, I think positive, I have hope, I don't think of the past, I think of the future, I have faith.",0,,
437,"I am strong because I see other teens doing bad things and I choose not to. My mother was strong for leaving and coming to the shelter, that makes me strong too.",0,,
438,"I am strong because I am smart, I have good friends, I'm creative, I'm loved and I am a forgiver.",0,,
439,I am strong because I see that my mom is strong.  I am strong because I have lived a hard life.  I am strong because I came to the shelter.,0,,
440,"This is hard - I know I am strong, but I don't know where my strength comes from.",0,,
441,"I am strong because in spite of it all, I am still happy.",0,,
442,Can I take this home to show my mom all the good things about me?,0,,
443,All of the work was very beautiful. In fact we hung some of the work up and around the children's program. The kids also chose to take their art to their rooms to hang. I encourage this because it promotes pride in themselves and to use their art as a way of making their rooms more familiar and comfortable.,0,,
444,"Most of the children were enjoying themselves.  They were drawing ""happy pictures"" which helped them recollect ""happy memories"" of when they were home.  One boy just colored with dark colors and yet it seemed like he was at peace because he released some of his hidden emotions.",0,,
445,I am beautiful like a Maui sunset.,0,,
446,I feel happy in the shelter because I don't have to be afraid anymore.,0,,
447,"This was a great exercise in how children can be very different from one another--it helped them to appreciate one another's differences.  For example, when choosing what makes them ëshine,í some of the kids chose activities like running or playing soccer, while others chose more artistic activities like drawing or singing.  It showed that everyone has their own special gifts.",0,,
448,I really shine because the person that makes it possible is my mom. I feel good whenever I help my grandmother. Whenever I teach my brother something it makes me feel great.,0,,
449,"These are the things that make me shine: my smile, love, family, church, friends and my mother. I shine because of my mom, my education, my family, and because I feel I am strong.",0,,
450,My rays are coming out of my heart where it is warm and bright.,0,,
451,"The participant was able to begin focusing on himself rather than on his mom or dad,  and on his strengths rather than the difficulties he has been having.",0,,
452,"Hands are for loving, Hands are for creation, Hands are for playing.",0,,
453,The participants loved being able to think of all the ways they can help one another. One child said ëMy hands help others and that helps the world.í,0,,
454,We learned to respect others by using our hands in a loving way. We can be kind and show love to anyone. My dad has hurt my mom and his hands are mean and scary. He makes people and my mom cry.,0,,
455,This hand will hold me up so high to see all the bad and take it from people that hurt.,0,,
456,The most rewarding thing was to see the children be proud of the things they had done to help people in their lives.,0,,
457,"There is a nine-year-old girl at the shelter who was very verbal and expressed that people see her as weird and strange. But she also expressed that she knows she's not. She illustrated this by making the outside gray and scribbly and her inside bright and cheery. I love it when kids can overcome how and when others attempt to bring us down!  This child was always very hard on herself and on other people.  Doing this project made her very introspective. She discovered that she wasnít really like the way people saw her. She knows that she is not weird or strange.  Along with that, she discovered that other people didnít have the power to determine who she was or what she could do. SHE had the power to change all that. It was very helpful to her when dealing with the bad feelings about her father and how he had ruined all her family memories. She learned that she could create new memories and that she could be in control of the outcome.  She was able to apply these new discoveries when working on other workshops.",0,,
458,"We did the workshop Inside/Outside and the kids all felt like they were exploring themselves in a way they never had before and they revealed things they hadn't shared to others before.  They were surprised about what things they had to share and they discovered that it is okay to have secrets, it is okay to have private thoughts and it is okay to share those thoughts and secrets with people they feel safe with.",0,,
459,"I learned what feelings I have inside, sometimes good feelings and sometimes weird feelings. I didn't realize how many feelings I had.",0,,
460,"I liked that it gave me time to look inside and I got to draw. I found out that Iím not the only one that feels scared, lost and confused.",0,,
461,I like that I had to do a lot of thinking. I had something around me that didnít want me to let anyone love me.,0,,
462,"I like that that I got a chance to express myself, how I feel. I found out that Iím really tough by not showing the bad part of me.",0,,
463,I hide how I feel because I think no one will understand me or nothing will change.,0,,
464,My mother and father created the outside of me and now it is up to me to fulfill the inside of me.,0,,
465,This is the line of the shelter. We are in here. My dad and his friends are outside. They can't see us. They can't even get to us.,0,,
466,My mom is the big fish and she protects me from the shark.,0,,
467,"The treasure boxes expressed words of love, family, hope, faith and thank you's. I loved working with moms and their children. It brings the families closer and builds communication to heal from their emotional wounds.",0,,
468,"The stones are safe in the Treasure boxes, just like mom keeps us safe here in the shelter.",0,,
469,Each color in my box represents a member of my family. I want to keep them safe inside my box.,0,,
470,This treasure box is about friendship.  This color represents happiness.,0,,
471,An elephant is big and everyone moves out of their way.  They are so strong and I would like to be a gentle elephant giving everyone rides.,0,,
472,"When I was younger, this horse would help me laugh. I was not allowed to laugh in the home.",0,,
473,I made this lion to protect me and my mom.,0,,
474,A six-year old talked about wanting to be able to fly away.  She would fly away when dad would fight with mom.,0,,
475,I want to be a snake because they shed their skin.,0,,
476,I wish mommy had an animal to protect her too - I will share mine.,0,,
477,I think I would like to have a dog someday so he can protect me and I can love him.,0,,
478,"We did the ëCreating a Safe Placeí workshop where the kids do a crayon/watercolor representation of a place they feel safe in or a person they feel safe with.  One of the girls drew a castle with me on the outside.  She said, ëMy family is in there and you are protecting us.í",,,
\,,,,
,,,,
\,,,,
"At first the oldest boy couldnít think of any place he felt safe or anyone he felt safe with.  I told him he could make up a place heíd like to have.  He drew the house he hoped to have one day with his family, and then drew a man with his arms wide open.  He said, ëI donít know who he is, but his arms are open and he is waiting for me and will keep me safe.í",,,,
\,,,,
,,,,
\,,,,
This is the first time these children have ever had a safe place.  Itís amazing what the art can do - so much more than words.  Thank you so much for giving these wonderful children a voice!,0,,,
479,"In my hole, I feel safe. No one can see me. No one can judge me.",0,,
480,My safe place is an island and I am the only one I can trust to keep me safe (for now).,0,,
481,My safe place feels safe because I can cry in it and yell in it and not get into trouble.,0,,
482,"I feel safe because I have food to eat, I have things to drink and I have a bed to lay on, thatís why I feel safe.",0,,
483,"It is so rewarding to be a part of this process and be able to create a safe, structured, nonjudgmental environment for the children to express themselves with their art and their stories.",0,,
484,"In the group, there are two siblings who love to spend time together. When I explained the project, they both looked at each other and smiled. When group was over, they explained that their safe place was where brothers and sisters could play together.",0,,
485,"I guess for me, my safe place is anywhere my mom is. She has always protected us and I feel safe with her, no matter where I'm at.",0,,
486,"This is a shelter. I drew my mom, brother, sister and me. There are a lot of windows so I can see that no one came near to the shelter that might bother us. I feel safe because my dad can not find us.",0,,
487,It's rewarding to give them a respite for even a little while. To give them their safe haven.,0,,
488,My safe place was at my Grandma and Grandpaís house.  No one would hurt me there.,0,,
489,My safe place is inside of me and I can open the door or close it.,0,,
490,"We saw a big improvement with a 10 year old boy. He came in full of anger and not willing to cooperate. He thought everything was ëstupidí and threw us a lot of attitude.  Every day was a mission - reassuring him each day was our goal. With positive workshops, patience and love, we saw him change his low self-esteem to a positive self-image.  During the ëCreating a Safe Placeí workshop, he shared a lot with me about things that happened around his home.  His home was not a safe place and that workshop gave him a way to share about the things he had been through.  He smiles more now and before he left the shelter, he told us the the art groups were the ones that helped him release what he needed to release.",0,,
491,The participant began sharing some of the images she was choosing and was relating them to the discussions we have been having. She's been opening up more and more each appointment.  This appointment she expressed feeling comfortable and having an interest in participating in the group i had mentioned to her during a prior appointment.,0,,
492,"My tunnel represents my new life...It is starting. It has bright colors because my life is also bright, it has delicious food and ice cream because my life is also delicious, it has a parking lot with unique cars because my life is also unique.  What I am really trying to show is: how special my life is and I am feeling happy because I am realizing that I am starting more to forget about the past and I am looking ahead for a better life in the future.",0,,
493,"This is my path with the important things for me: lots of love, friends, be self-confident, be cool, be able to share emotion.",0,,
494,"This is the world I escaped from: my dad abused me since I was a child, my dad drinks a lot. He was never there for us. This is my mom: she cried a lot. Here is my sister and me: we are happy, far from dad and his fights. This is me in the past: I felt always sad. I saw so many people sad, crying. This is me now: I'm planning to be a writer or an actress. This is me in the future: in my house. I will be famous.",0,,
495,My heart is like this tunnel book.  Thereís all kinds of stuff in it but the bad stuff will get smaller.,0,,
496,I especially like this one because it helped the children look ahead and yet at the same time see what was behind them.  I saw them being able to see goals for themselves.  Imagine!,0,,
497,"I started out with happy easy stuff, then went deeper to my other feelings.",0,,
498,I want to have a happy family someday.,0,,
499,"We never had fun when we were with my step-dad, so what I want to have now is fun with my mom, my brother, my little sister and my friends!  By doing this project I feel like I started to have fun already..I feel happy!",0,,
500,I want a house for my momma. She deserves it.,0,,
501,It was great to see her take this workshop as something to look forward to the future. She shared her goals and ambitions and really thought out each wish and how wonderful it would be to have them come true.,0,,
502,My wish for the past is that my mom and dad would have never started fighting. My wish for the future is that when my dad comes back he is changed and will not yell at my mom and me.,0,,
503,"The Dream Catcher activity brought up a lot of emotion for the girls. They both experienced and witnessed a lot of violence in their home and were having nightmares about it.  Although they were hesitant to talk about their experiences, once they did they said they felt a lot better.",0,,
504,Today we said goodbye to a ,,,
\,,,,
"7-year old boy who is moving to a transitional home. Right before he left, his mom approached me holding his ëdream catcherí and asked me if we had helped her son make it. I responded by explaining the significance of the dream catcher. She said that her son had been placing it over his bed at night and that it was helping him sleep better at night! His mom was really impressed that an art project could be so powerful! It was a great moment.",0,,,
505,I'm going to give mine to my younger brother so he doesn't have anymore bad dreams,0,,
506,Will the dream catcher break if it has too many bad dreams?,0,,
507,Nightmares canít get me now.,0,,
508,My dreams are always about monsters and the devil but I hope the dream catcher works.,0,,
509,"Everyone shared a bad dream during the opening circle.  They shared a nightmare they had experienced during their first days at the shelter.  The next day, after making their dream catchers, the children expressed feeling a lot better at night in their beds.",0,,
510,My hat loves to love my mom.,0,,
511,My hat is for the scary people to stay away.,0,,
512,My hat is blue.  Blue is the color for feeling sad.,0,,
513,My hands are here forever and I am here for my family to keep them safe.,0,,
514,I like to do this because I can put everything that I want in my hands.,0,,
515,"He shared with the group his faces. He said, ëThis is me (he pointed to the happy face) right now because some one is listening to me.í",0,,
516,Can I do another one? I have more feelings.,0,,
517,The children were able to share the times they had experienced the different feelings.,0,,
518,I want there to be peace in my life. No more of this bad stuff.  I am going to make myself better so I can have a future.,0,,
519,I am happy about myself.,0,,
520,The most rewarding for the children was to talk about themselves and their families.  They also had fun finding things that reminded them of their loves ones.,0,,
521,The children were able to be self-expressive and focus on their strengths and individuality.,0,,
522,Now I know I'm important.,0,,
523,I think this was a great workshop. The kids really enjoyed taking pictures. I think it was great for their self-esteem.,0,,
524,I am a shining star because my mom said she loves me.,0,,
525,I enjoy watching the children feel some sense of accomplishment. The participants enjoyed celebrating themselves & expressing that through art.,0,,
526,"I made my doll character dressed all in black. His name is super black hero: ëI'm super black hero, I help the children during the night when no one can see me.í",0,,
527,"One child, a nine year old girl, picked a heart that another child had made that said, ""You are special."" When she shared about how she felt receiving the heart, she said, I hardly ever hear that I am special, and it feels really good to hear it.""",0,,
528,I drew a volcano to represent the strength that is in my heart.  I know that I have dignity and love in my heart and that is very important to me.,0,,
529,"It took one girl most of the day to do the activity ëWhatís in my Heart.í  At first she did not want to participate because she said ëit hurts to look in my heart because that means looking into my soul and itës empty.í After she was finished, she was very happy with her art.",0,,
530,"The heart should be red and black, because sometimes it's loving and sometimes itís hurt.",0,,
531,"My heart is full of all different emotions. I wanted my heart to be bright and full of bright colors, but sometimes it is full of blue and black because I get sad and angry and confused. I'm going to make two different hearts because that's sometimes how I feel.",0,,
532,The older children took this project really seriously and took advantage of it.  Their work reflected everything they've been holding inside.  They said things we've never heard them express before.,0,,
533,"My family is very important. My heart has happiness, love and family. I have my mom's name in my heart. My heart has many colors, flowers and a star for me.",0,,
534,"This is my heart and someone has crossed an arrow through it, and made my heart bleed.  A little light in my heart grew another heart inside, and even though my big heart is bleeding my little heart is happy.  It's happy because the arrow did not go through it, and if an arrow goes through my heart it will still be strong.",0,,
535,"The children are able to express all sorts of feelings.  This workshop  is one of my favorites. It gives the children an opportunity to validate their feelings, whether positive or negative.",0,,
536,I like to wear this medal with honor and show it off to my mom because I am proud of me and her.,0,,
537,It was so amazing to see the children realize how precious their moms are to them. They are proud of their families and what their moms did to save them.,0,,
538,"One child shared his medallion and said ""mine is a medal for the best sister protector. That's what I do best.""",0,,
539,"ìIím proud of my heart,î was one girl's main focus because her heart was still nice even when others were not.",0,,
540,My hat has eyes so I can see everything.,0,,
541,My hat is in half - one for when I'm happy and the other for when I'm sad.,0,,
542,"The hat project was such a success that we chose to use it for our Motherís Day gift for the moms. We made pictures, picture frames, and put magnets on the backs for the fridge.",0,,
543,"Miss Julie, I can make this hat for my mom? I can keep it for me? I can put it in my bed room? On the wall? I can look at it when I want to? It can be for me?  -6-year-old boy",0,,
544,"This is the most fun Iíve ever had yet, look how beautiful my hat is!  When Iím done, I want to hang mine in my bedroom and look at it lots. -10-year-old girl",0,,
545,My hat is a memory hat to remember the times with my dad. I really miss him.,0,,
546,Look at my butterfly. Itís strong and bright like me.,0,,
547,Kids like us are like butterflies; we are going to change into beautiful creatures and leave the old stuff behind.,0,,
548,I made new friends here in the shelter and I want my mom to have this butterfly so she can make friends and be able to love us and not be angry all the time.,0,,
549,My happy self is pretty!,0,,
550,Iím not always happy.,0,,
551,I like remembering when I am happy. -6-year-old boy,0,,
552,I can feel happy in this group.,0,,
553,"When children and their parents were invited to an AWBW art workshop called ""Giving Thanks Placemats""- parents and the children were so excited to be creating personalized place-mats for themselves that they couldn't stop doing the artwork. I was able to see the children and their parents smile together and working together to create a meaningful family place-mat.",0,,
554,"This is so rad. It helps me imagine everything that I can do, even if it scares me.",0,,
555,Watch me shrink my mad feelings!,0,,
556,It was rewarding to see children exchanging hearts and expressing their feeling and emotions to their peers.,0,,
557,"Listening to the children talk about what love is, and how they want to share it was very rewarding.",0,,
558,"The teens were really excited about creating something from fragile paper to a firm token that they could do anything with.  Though they had a hard time writing down positive things, they seemed to like the end message.",0,,
559,One child said she was going to wear her art as a necklace to remind her that it's OK to love.,0,,
560,I feel angry in my hands.,0,,
561,It was rewarding to see when the kids came up with emotions that you could tell were very real for them.  The kids share with each other the feelings they have and wish they didn't have.,0,,
562,I'm glad to be colorful and full of many feelings. -8-year-old participant,0,,
563,Now that I did this activity I feel like a rock was taken off my chest. -14-year-old participant,0,,
564,My head hurts and my eyes have pain.  I saw bad things like people break up.  My hands are confident because I won't do it. This workshop rocked!,0,,
565,Today I feel frustrated because we are in a shelter and do not have a home of our own. I want to feel happy in the future to be in my own home and have my friends come over.,0,,
566,The teens were able to talk about their feelings that they have now and what they would like to feel in the future. There were good feelings in the future.,0,,
567,"This is a rose to me.  Even though it may not look like one it is still a rose and it is precious. Green is peace to me-- that's what I am working for, to have peace in my heart, my head and in my life.",0,,
568,"I was able to express my emotions with colors rather than words, and that is amazing to me.",0,,
569,Drawing out my life and certain aspects about it made me realize that this painting can help get even MORE stuff removed from my mind and heart - it's good to let it out in this form of art.,0,,
570,This process helped me by setting a goal for what I want for the future and the drive to pursue my goals.,0,,
571,I enjoyed & expressed what I would like my future to be.  It made me,,,
\,,,,
feel that life does go on and what you make out of it is for your own ,,,,
\,,,,
good free will.  I am looking forward for it.,0,,,
572,El taller me ayudo en mi proceso de encountrar alvalor de tomar decisiones saludables en el futuro.,,,
\,,,,
,,,,
\,,,,
The workshop helped me in my process of finding the value of making healthy decisions for my future.,0,,,
573,"There was one clock that stood out to me.  The participant is not only a great artist, she really expressed her life through his workshop.  She and her daughter were survivors of Hurricane Katrina.  They managed to make it through this natural disaster, and now are trying to live through this man made disaster of domestic violence.  Her clock is broken to pieces, yet she had noticed all of the blessings she has been given.  This participant is extremely positive during such a hard time.  She remains focused on herself and her daughter and she is confident they will strive.  I am amazed at her uplifting attitude and strength.",0,,
574,I wrote my kids in the clock but I didn't include myself because I feel like I don't have time. I feel like I'm going to run out of time.,0,,
575,"My clock is of no more suffering... for all the things that there are to cry about, there are just as many to smile about.",0,,
576,This really helped me. I used to see everything so negatively and now I can see lots of positive things that are going to happen for me.,0,,
577,I was very excited to think about the things that I want to fill my life with.,0,,
578,"I liked the idea of being able to build my own time around what I love, versus what the world throws me at me. This helped me to feel things in perspective.",0,,
579,"Doing the Life Clock workshop, I could see my time was running out.  I would have been killed and my life clock would have stopped if I had stayed with him.",0,,
580,Thank you so much for having this kind of space for us.  You give us an opportunity to explore our feelings and express ourselves.,0,,
581,"If this is art, I love it.  Itís the first time Iíve laughed since I donít know when!",0,,
582,"There was a mom in one of our groups who felt that her three year old son didnít care about her or have any interest in her.  She did a tunnel book at one of our Windows groups and afterwards when she brought it home with her her son asked her ìwhat is this?î  She told him, ìItís a book about me.î  He then asked her to ìreadî it to him, and she told him stories about herself by looking at the images on each layer.  Now he asks her to take it out every night to ìreadî to him.  The little boy thinks it is a story book about his mom. It has connected them and brought them closer.  The woman now feels that her son cares about her, and because of this she feels the change also in herself towards her son.  It has made such a difference in their relationship.",0,,
583,This workshop made me forget my troubles.,0,,
584,I need this group.  It is very helpful in my recovery.  It helps me with my anger and helps me relax and grow.,0,,
585,It was a beautiful experience and hearing from the others touched me deeply and their pieces were inspiring in a very important way.,0,,
586,"Man!  I think every woman in the room was crying.  It was a feeling of unity and relief, and everyone was doing great with sharing and taking time to listen to each other.",0,,
